,Unnamed: 0,id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt,yardsToGoal_x,year,talent,completionAttempts_made,completionAttempts_attempts,completionAttempts_pct,fourthDownEff_made,fourthDownEff_attempts,fourthDownEff_pct,thirdDownEff_made,thirdDownEff_attempts,thirdDownEff_pct,totalPenaltiesYards_made,totalPenaltiesYards_attempts,totalPenaltiesYards_pct,win,possesionMinute,possessionSeconds,possessionMinutes,yardsToGoal_y,season_x,seasonType_x,week_x,startDate_x,homeTeam_x,homeConference_x,homeClassification_x,homeScore_x,awayTeam_x,awayConference_x,awayClassification_x,awayScore_x,provider_x,spread_x,formattedSpread_x,spreadOpen_x,overUnder_x,overUnderOpen_x,homeMoneyline_x,awayMoneyline_x,0_x,season_y,seasonType_y,week_y,startDate_y,homeTeam_y,homeConference_y,homeClassification_y,homeScore_y,awayTeam_y,awayConference_y,awayClassification_y,awayScore_y,provider_y,spread_y,formattedSpread_y,spreadOpen_y,overUnder_y,overUnderOpen_y,homeMoneyline_y,awayMoneyline_y,0_y
78,78,401754518,103,Boston College,ACC,,66,31-39,1.0,26,1-1,0,,1.0,28.0,0,0.0,37.0,2.0,12.0,458,7.0,1.0,5,34:05,0.0,89.0,8.0,2.0,38,3,98,3.0,42.0,8.0,12-18,,1-15,556,0,11.7,2.6,49.01063829787234,2025.0,650.12,31.0,39.0,0.7948717948717948,1.0,1.0,1.0,12.0,18.0,0.6666666666666666,1.0,15.0,0.06666666666666667,1,34.0,5,34,49.01063829787234,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,Boston College,ACC,fbs,66.0,Fordham,Patriot,fcs,10.0,ESPN Bet,-34.5,Boston College -34.5,-36.5,52.5,53.5,-100000.0,4000.0,,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,Boston College,ACC,fbs,66.0,Fordham,Patriot,fcs,10.0,ESPN Bet,-34.5,Boston College -34.5,-36.5,52.5,53.5,-100000.0,4000.0,
79,79,401754518,2230,Fordham,Patriot,,10,20-39,0.0,13,0-0,0,0.0,,,1,0.0,79.0,4.0,4.0,152,4.0,,0,25:55,0.0,1.0,1.0,0.0,27,1,16,2.0,48.0,4.0,3-16,1.0,2-15,168,1,3.9,0.6,63.705882352941174,,,20.0,39.0,0.5128205128205128,0.0,0.0,0.0,3.0,16.0,0.1875,2.0,15.0,0.13333333333333333,0,25.0,55,25,63.705882352941174,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,Boston College,ACC,fbs,66.0,Fordham,Patriot,fcs,10.0,ESPN Bet,-34.5,Boston College -34.5,-36.5,52.5,53.5,-100000.0,4000.0,,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,Boston College,ACC,fbs,66.0,Fordham,Patriot,fcs,10.0,ESPN Bet,-34.5,Boston College -34.5,-36.5,52.5,53.5,-100000.0,4000.0,
80,80,401754519,97,Louisville,ACC,,51,25-37,1.0,28,0-0,0,,,,3,0.0,88.0,2.0,9.0,313,3.0,,2,30:25,1.0,134.0,6.0,1.0,30,4,229,4.0,34.0,6.0,6-9,,12-106,542,3,8.5,7.6,52.74698795180723,2025.0,700.77,25.0,37.0,0.6756756756756757,0.0,0.0,0.0,6.0,9.0,0.6666666666666666,12.0,106.0,0.11320754716981132,1,30.0,25,30,52.74698795180723,2025.0,regular,1.0,2025-08-30T19:00:00.000Z,Louisville,ACC,fbs,51.0,Eastern Kentucky,UAC,fcs,17.0,ESPN Bet,-37.5,Louisville -37.5,-38.0,57.5,56.5,-7500.0,2000.0,,2025.0,regular,1.0,2025-08-30T19:00:00.000Z,Louisville,ACC,fbs,51.0,Eastern Kentucky,UAC,fcs,17.0,ESPN Bet,-37.5,Louisville -37.5,-38.0,57.5,56.5,-7500.0,2000.0,
81,81,401754519,2198,Eastern Kentucky,UAC,,17,5-14,1.0,10,0-0,0,0.0,1.0,92.0,0,0.0,51.0,3.0,5.0,76,3.0,3.0,0,29:35,,,,1.0,39,1,74,0.0,37.0,1.0,3-14,1.0,8-51,150,0,5.4,1.9,60.49367088607595,,,5.0,14.0,0.35714285714285715,0.0,0.0,0.0,3.0,14.0,0.21428571428571427,8.0,51.0,0.1568627450980392,0,29.0,35,29,60.49367088607595,2025.0,regular,1.0,2025-08-30T19:00:00.000Z,Louisville,ACC,fbs,51.0,Eastern Kentucky,UAC,fcs,17.0,ESPN Bet,-37.5,Louisville -37.5,-38.0,57.5,56.5,-7500.0,2000.0,,2025.0,regular,1.0,2025-08-30T19:00:00.000Z,Louisville,ACC,fbs,51.0,Eastern Kentucky,UAC,fcs,17.0,ESPN Bet,-37.5,Louisville -37.5,-38.0,57.5,56.5,-7500.0,2000.0,
82,82,401754520,221,Pittsburgh,ACC,,61,23-38,1.0,21,2-3,0,,,,1,0.0,78.0,1.0,13.0,302,3.0,,5,24:37,1.0,143.0,6.0,5.0,27,2,158,4.0,31.0,10.0,5-14,,3-35,460,1,7.9,5.9,44.27272727272727,2025.0,681.21,23.0,38.0,0.6052631578947368,2.0,3.0,0.6666666666666666,5.0,14.0,0.35714285714285715,3.0,35.0,0.08571428571428572,1,24.0,37,24,44.27272727272727,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Pittsburgh,ACC,fbs,61.0,Duquesne,NEC,fcs,9.0,ESPN Bet,-39.5,Pittsburgh -39.5,-38.5,58.5,55.5,,,,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Pittsburgh,ACC,fbs,61.0,Duquesne,NEC,fcs,9.0,ESPN Bet,-39.5,Pittsburgh -39.5,-38.5,58.5,55.5,,,
83,83,401754520,2184,Duquesne,NEC,,9,17-27,0.0,8,0-0,0,,0.0,0.0,0,,,,3.0,171,6.0,1.0,1,35:23,0.0,4.0,1.0,3.0,31,0,37,1.0,31.0,7.0,2-15,,11-88,208,0,6.3,1.2,59.977777777777774,,,17.0,27.0,0.6296296296296297,0.0,0.0,0.0,2.0,15.0,0.13333333333333333,11.0,88.0,0.125,0,35.0,23,35,59.977777777777774,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Pittsburgh,ACC,fbs,61.0,Duquesne,NEC,fcs,9.0,ESPN Bet,-39.5,Pittsburgh -39.5,-38.5,58.5,55.5,,,,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Pittsburgh,ACC,fbs,61.0,Duquesne,NEC,fcs,9.0,ESPN Bet,-39.5,Pittsburgh -39.5,-38.5,58.5,55.5,,,
84,84,401754521,2567,SMU,ACC,,42,22-30,2.0,25,1-2,2,1.0,2.0,105.0,1,,,,6.0,260,8.0,2.0,2,21:01,0.0,48.0,2.0,5.0,33,2,140,3.0,41.0,6.0,4-10,2.0,8-84,400,3,8.7,4.2,56.275862068965516,2025.0,766.67,22.0,30.0,0.7333333333333333,1.0,2.0,0.5,4.0,10.0,0.4,8.0,84.0,0.09523809523809523,1,21.0,1,21,56.275862068965516,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,SMU,ACC,fbs,42.0,East Texas A&M,Southland,fcs,13.0,ESPN Bet,-50.5,SMU -50.5,-50.5,64.5,63.5,,,,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,SMU,ACC,fbs,42.0,East Texas A&M,Southland,fcs,13.0,ESPN Bet,-50.5,SMU -50.5,-50.5,64.5,63.5,,,
85,85,401754521,2837,East Texas A&M,Southland,,13,20-43,0.0,17,3-3,1,2.0,0.0,0.0,2,0.0,64.0,4.0,7.0,244,3.0,1.0,0,38:59,,,,0.0,35,1,107,2.0,38.0,8.0,6-20,1.0,11-80,351,3,5.7,3.1,47.02803738317757,,,20.0,43.0,0.46511627906976744,3.0,3.0,1.0,6.0,20.0,0.3,11.0,80.0,0.1375,0,38.0,59,38,47.02803738317757,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,SMU,ACC,fbs,42.0,East Texas A&M,Southland,fcs,13.0,ESPN Bet,-50.5,SMU -50.5,-50.5,64.5,63.5,,,,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,SMU,ACC,fbs,42.0,East Texas A&M,Southland,fcs,13.0,ESPN Bet,-50.5,SMU -50.5,-50.5,64.5,63.5,,,
86,86,401754522,87,Notre Dame,FBS Independents,,24,19-30,0.0,18,0-0,1,0.0,,,1,0.0,15.0,1.0,6.0,221,3.0,,2,26:03,0.0,9.0,2.0,1.0,27,1,94,1.0,32.0,2.0,4-9,2.0,5-30,315,2,7.4,3.5,50.05194805194805,2025.0,912.11,19.0,30.0,0.6333333333333333,0.0,0.0,0.0,4.0,9.0,0.4444444444444444,5.0,30.0,0.16666666666666666,0,26.0,3,26,50.05194805194805,2025.0,regular,1.0,2025-08-31T23:30:00.000Z,Miami,ACC,fbs,27.0,Notre Dame,FBS Independents,fbs,24.0,ESPN Bet,2.5,Notre Dame -2.5,2.5,50.5,52.5,120.0,-140.0,,2025.0,regular,1.0,2025-08-31T23:30:00.000Z,Miami,ACC,fbs,27.0,Notre Dame,FBS Independents,fbs,24.0,ESPN Bet,2.5,Notre Dame -2.5,2.5,50.5,52.5,120.0,-140.0,
87,87,401754522,2390,Miami,ACC,,27,20-31,0.0,20,1-2,0,1.0,0.0,12.0,0,0.0,32.0,1.0,9.0,205,3.0,1.0,2,33:57,0.0,9.0,1.0,1.0,37,1,127,3.0,31.0,5.0,5-14,0.0,6-51,332,0,6.6,3.4,50.21978021978022,2025.0,874.57,20.0,31.0,0.6451612903225806,1.0,2.0,0.5,5.0,14.0,0.35714285714285715,6.0,51.0,0.11764705882352941,1,33.0,57,33,50.21978021978022,2025.0,regular,1.0,2025-08-31T23:30:00.000Z,Miami,ACC,fbs,27.0,Notre Dame,FBS Independents,fbs,24.0,ESPN Bet,2.5,Notre Dame -2.5,2.5,50.5,52.5,120.0,-140.0,,2025.0,regular,1.0,2025-08-31T23:30:00.000Z,Miami,ACC,fbs,27.0,Notre Dame,FBS Independents,fbs,24.0,ESPN Bet,2.5,Notre Dame -2.5,2.5,50.5,52.5,120.0,-140.0,
88,88,401754523,153,North Carolina,ACC,,14,13-21,0.0,10,1-1,2,0.0,0.0,0.0,1,0.0,126.0,6.0,2.0,172,2.0,1.0,1,27:51,,,,3.0,28,1,50,0.0,41.0,3.0,1-10,4.0,3-25,222,3,8.2,1.8,57.53448275862069,2025.0,753.2,13.0,21.0,0.6190476190476191,1.0,1.0,1.0,1.0,10.0,0.1,3.0,25.0,0.12,0,27.0,51,27,57.53448275862069,2025.0,regular,1.0,2025-09-02T00:00:00.000Z,North Carolina,ACC,fbs,14.0,TCU,Big 12,fbs,48.0,ESPN Bet,3.5,TCU -3.5,3.0,54.5,59.5,150.0,-175.0,,2025.0,regular,1.0,2025-09-02T00:00:00.000Z,North Carolina,ACC,fbs,14.0,TCU,Big 12,fbs,48.0,ESPN Bet,3.5,TCU -3.5,3.0,54.5,59.5,150.0,-175.0,
89,89,401754523,2628,TCU,Big 12,,48,27-37,2.0,29,1-1,0,2.0,1.0,25.0,1,,,,12.0,284,1.0,1.0,2,32:09,,,,1.0,35,2,258,2.0,32.0,8.0,7-12,0.0,5-58,542,1,7.7,7.4,45.79012345679013,2025.0,745.01,27.0,37.0,0.7297297297297297,1.0,1.0,1.0,7.0,12.0,0.5833333333333334,5.0,58.0,0.08620689655172414,1,32.0,9,32,45.79012345679013,2025.0,regular,1.0,2025-09-02T00:00:00.000Z,North Carolina,ACC,fbs,14.0,TCU,Big 12,fbs,48.0,ESPN Bet,3.5,TCU -3.5,3.0,54.5,59.5,150.0,-175.0,,2025.0,regular,1.0,2025-09-02T00:00:00.000Z,North Carolina,ACC,fbs,14.0,TCU,Big 12,fbs,48.0,ESPN Bet,3.5,TCU -3.5,3.0,54.5,59.5,150.0,-175.0,
90,90,401754616,258,Virginia,ACC,,48,22-36,1.0,23,1-3,0,2.0,0.0,10.0,0,1.0,100.0,1.0,12.0,290,9.0,1.0,2,33:33,0.0,31.0,4.0,4.0,42,3,177,1.0,13.0,4.0,9-18,1.0,7-50,467,0,8.1,4.2,48.45794392523364,2025.0,666.74,22.0,36.0,0.6111111111111112,1.0,3.0,0.3333333333333333,9.0,18.0,0.5,7.0,50.0,0.14,1,33.0,33,33,48.45794392523364,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,Virginia,ACC,fbs,48.0,Coastal Carolina,Sun Belt,fbs,7.0,ESPN Bet,-13.5,Virginia -13.5,-12.5,54.5,57.5,-550.0,380.0,,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,Virginia,ACC,fbs,48.0,Coastal Carolina,Sun Belt,fbs,7.0,ESPN Bet,-13.5,Virginia -13.5,-12.5,54.5,57.5,-550.0,380.0,
91,91,401754616,324,Coastal Carolina,Sun Belt,,7,20-37,0.0,13,1-2,1,0.0,,,1,0.0,18.0,1.0,1.0,163,6.0,,0,26:27,,,,3.0,29,1,98,0.0,29.0,3.0,1-14,1.0,7-60,261,2,4.4,3.4,59.97826086956522,2025.0,610.88,20.0,37.0,0.5405405405405406,1.0,2.0,0.5,1.0,14.0,0.07142857142857142,7.0,60.0,0.11666666666666667,0,26.0,27,26,59.97826086956522,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,Virginia,ACC,fbs,48.0,Coastal Carolina,Sun Belt,fbs,7.0,ESPN Bet,-13.5,Virginia -13.5,-12.5,54.5,57.5,-550.0,380.0,,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,Virginia,ACC,fbs,48.0,Coastal Carolina,Sun Belt,fbs,7.0,ESPN Bet,-13.5,Virginia -13.5,-12.5,54.5,57.5,-550.0,380.0,
92,92,401756846,66,Iowa State,Big 12,,24,14-28,0.0,19,3-3,2,2.0,,,0,0.0,56.0,2.0,6.0,183,4.0,,2,33:52,,,,2.0,46,1,130,1.0,31.0,7.0,3-14,2.0,1-5,313,2,6.5,2.8,42.648936170212764,2025.0,648.93,14.0,28.0,0.5,3.0,3.0,1.0,3.0,14.0,0.21428571428571427,1.0,5.0,0.2,1,33.0,52,33,42.648936170212764,2025.0,regular,1.0,2025-08-23T16:00:00.000Z,Kansas State,Big 12,fbs,21.0,Iowa State,Big 12,fbs,24.0,ESPN Bet,-2.5,Kansas State -2.5,-3.0,51.5,49.5,-145.0,125.0,,2025.0,regular,1.0,2025-08-23T16:00:00.000Z,Kansas State,Big 12,fbs,21.0,Iowa State,Big 12,fbs,24.0,ESPN Bet,-2.5,Kansas State -2.5,-3.0,51.5,49.5,-145.0,125.0,
93,93,401756846,2306,Kansas State,Big 12,,21,21-30,0.0,13,1-4,2,2.0,,,0,0.0,66.0,3.0,3.0,273,6.0,,2,26:08,0.0,0.0,1.0,3.0,27,1,110,4.0,40.0,6.0,5-13,2.0,6-48,383,2,9.1,4.1,52.62721893491124,2025.0,705.85,21.0,30.0,0.7,1.0,4.0,0.25,5.0,13.0,0.38461538461538464,6.0,48.0,0.125,0,26.0,8,26,52.62721893491124,2025.0,regular,1.0,2025-08-23T16:00:00.000Z,Kansas State,Big 12,fbs,21.0,Iowa State,Big 12,fbs,24.0,ESPN Bet,-2.5,Kansas State -2.5,-3.0,51.5,49.5,-145.0,125.0,,2025.0,regular,1.0,2025-08-23T16:00:00.000Z,Kansas State,Big 12,fbs,21.0,Iowa State,Big 12,fbs,24.0,ESPN Bet,-2.5,Kansas State -2.5,-3.0,51.5,49.5,-145.0,125.0,
94,94,401756847,278,Fresno State,Mountain West,,7,18-29,0.0,13,1-2,1,0.0,,,2,,,,1.0,179,0.0,,0,26:52,0.0,1.0,2.0,2.0,29,1,37,1.0,38.0,5.0,7-15,2.0,4-50,216,3,6.2,1.3,51.57232704402516,2025.0,586.84,18.0,29.0,0.6206896551724138,1.0,2.0,0.5,7.0,15.0,0.4666666666666667,4.0,50.0,0.08,0,26.0,52,26,51.57232704402516,2025.0,regular,1.0,2025-08-23T22:30:00.000Z,Kansas,Big 12,fbs,31.0,Fresno State,Mountain West,fbs,7.0,ESPN Bet,-14.5,Kansas -14.5,-13.5,50.5,51.5,-650.0,425.0,,2025.0,regular,1.0,2025-08-23T22:30:00.000Z,Kansas,Big 12,fbs,31.0,Fresno State,Mountain West,fbs,7.0,ESPN Bet,-14.5,Kansas -14.5,-13.5,50.5,51.5,-650.0,425.0,
95,95,401756847,2305,Kansas,Big 12,,31,18-20,0.0,22,2-3,0,1.0,0.0,0.0,0,0.0,14.0,1.0,7.0,176,4.0,2.0,3,33:08,0.0,0.0,1.0,4.0,38,1,207,3.0,35.0,10.0,2-10,1.0,9-72,383,0,8.8,5.4,45.375,2025.0,705.32,18.0,20.0,0.9,2.0,3.0,0.6666666666666666,2.0,10.0,0.2,9.0,72.0,0.125,1,33.0,8,33,45.375,2025.0,regular,1.0,2025-08-23T22:30:00.000Z,Kansas,Big 12,fbs,31.0,Fresno State,Mountain West,fbs,7.0,ESPN Bet,-14.5,Kansas -14.5,-13.5,50.5,51.5,-650.0,425.0,,2025.0,regular,1.0,2025-08-23T22:30:00.000Z,Kansas,Big 12,fbs,31.0,Fresno State,Mountain West,fbs,7.0,ESPN Bet,-14.5,Kansas -14.5,-13.5,50.5,51.5,-650.0,425.0,
96,96,401756848,55,Jacksonville State,Conference USA,,10,16-30,0.0,18,4-6,0,1.0,,,1,0.0,40.0,2.0,4.0,157,2.0,,0,28:04,,,,1.0,39,1,165,2.0,44.0,5.0,3-15,0.0,7-60,322,1,5.2,4.2,56.60215053763441,2025.0,519.93,16.0,30.0,0.5333333333333333,4.0,6.0,0.6666666666666666,3.0,15.0,0.2,7.0,60.0,0.11666666666666667,0,28.0,4,28,56.60215053763441,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UCF,Big 12,fbs,17.0,Jacksonville State,Conference USA,fbs,10.0,ESPN Bet,-20.5,UCF -20.5,-16.5,52.5,53.5,-1800.0,900.0,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UCF,Big 12,fbs,17.0,Jacksonville State,Conference USA,fbs,10.0,ESPN Bet,-20.5,UCF -20.5,-16.5,52.5,53.5,-1800.0,900.0,
97,97,401756848,2116,UCF,Big 12,,17,22-33,0.0,23,2-2,1,0.0,0.0,0.0,0,0.0,34.0,2.0,5.0,314,5.0,1.0,2,31:56,0.0,21.0,1.0,1.0,36,0,110,2.0,44.0,6.0,7-15,3.0,9-80,424,1,9.5,3.1,49.946236559139784,2025.0,709.99,22.0,33.0,0.6666666666666666,2.0,2.0,1.0,7.0,15.0,0.4666666666666667,9.0,80.0,0.1125,1,31.0,56,31,49.946236559139784,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UCF,Big 12,fbs,17.0,Jacksonville State,Conference USA,fbs,10.0,ESPN Bet,-20.5,UCF -20.5,-16.5,52.5,53.5,-1800.0,900.0,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UCF,Big 12,fbs,17.0,Jacksonville State,Conference USA,fbs,10.0,ESPN Bet,-20.5,UCF -20.5,-16.5,52.5,53.5,-1800.0,900.0,
98,98,401756849,62,Hawai'i,Mountain West,,6,26-47,0.0,21,1-2,2,0.0,,,3,,,,6.0,223,1.0,,0,35:44,,,,1.0,28,0,70,2.0,31.0,5.0,4-14,2.0,7-65,293,5,4.7,2.5,52.88,2025.0,481.2,26.0,47.0,0.5531914893617021,1.0,2.0,0.5,4.0,14.0,0.2857142857142857,7.0,65.0,0.1076923076923077,0,35.0,44,35,52.88,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Arizona,Big 12,fbs,40.0,Hawai'i,Mountain West,fbs,6.0,ESPN Bet,-15.5,Arizona -15.5,-13.5,55.5,56.5,-700.0,450.0,,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Arizona,Big 12,fbs,40.0,Hawai'i,Mountain West,fbs,6.0,ESPN Bet,-15.5,Arizona -15.5,-13.5,55.5,56.5,-700.0,450.0,
99,99,401756849,12,Arizona,Big 12,,40,13-23,0.0,16,2-2,0,2.0,0.0,35.0,0,,,,10.0,161,5.0,3.0,1,24:16,0.0,53.0,2.0,8.0,32,4,185,5.0,30.0,10.0,3-11,1.0,8-54,346,0,7.0,5.8,45.78481012658228,2025.0,651.62,13.0,23.0,0.5652173913043478,2.0,2.0,1.0,3.0,11.0,0.2727272727272727,8.0,54.0,0.14814814814814814,1,24.0,16,24,45.78481012658228,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Arizona,Big 12,fbs,40.0,Hawai'i,Mountain West,fbs,6.0,ESPN Bet,-15.5,Arizona -15.5,-13.5,55.5,56.5,-700.0,450.0,,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Arizona,Big 12,fbs,40.0,Hawai'i,Mountain West,fbs,6.0,ESPN Bet,-15.5,Arizona -15.5,-13.5,55.5,56.5,-700.0,450.0,
100,100,401756850,9,Arizona State,Big 12,,38,25-39,0.0,21,2-3,0,0.0,0.0,0.0,1,0.0,38.0,2.0,8.0,257,5.0,1.0,2,28:26,0.0,31.0,2.0,8.0,21,3,203,3.0,40.0,8.0,1-10,1.0,12-93,460,1,6.6,9.7,56.70786516853933,2025.0,738.52,25.0,39.0,0.6410256410256411,2.0,3.0,0.6666666666666666,1.0,10.0,0.1,12.0,93.0,0.12903225806451613,1,28.0,26,28,56.70786516853933,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Arizona State,Big 12,fbs,38.0,Northern Arizona,Big Sky,fcs,19.0,ESPN Bet,-29.5,Arizona State -29.5,-28.5,52.5,52.5,,,,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Arizona State,Big 12,fbs,38.0,Northern Arizona,Big Sky,fcs,19.0,ESPN Bet,-29.5,Arizona State -29.5,-28.5,52.5,52.5,,,
101,101,401756850,2464,Northern Arizona,Big Sky,,19,26-42,0.0,20,3-5,0,,0.0,0.0,1,0.0,84.0,4.0,7.0,242,5.0,1.0,1,31:34,0.0,27.0,4.0,1.0,29,1,89,2.0,35.0,5.0,2-15,,6-45,331,1,5.8,3.1,47.81188118811881,,,26.0,42.0,0.6190476190476191,3.0,5.0,0.6,2.0,15.0,0.13333333333333333,6.0,45.0,0.13333333333333333,0,31.0,34,31,47.81188118811881,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Arizona State,Big 12,fbs,38.0,Northern Arizona,Big Sky,fcs,19.0,ESPN Bet,-29.5,Arizona State -29.5,-28.5,52.5,52.5,,,,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Arizona State,Big 12,fbs,38.0,Northern Arizona,Big Sky,fcs,19.0,ESPN Bet,-29.5,Arizona State -29.5,-28.5,52.5,52.5,,,
102,102,401756851,252,BYU,Big 12,,69,12-18,0.0,28,1-1,1,1.0,,,0,,,,15.0,138,1.0,,3,34:22,0.0,65.0,7.0,6.0,48,5,468,2.0,24.0,9.0,6-10,1.0,5-55,606,1,7.7,9.8,44.637362637362635,2025.0,649.36,12.0,18.0,0.6666666666666666,1.0,1.0,1.0,6.0,10.0,0.6,5.0,55.0,0.09090909090909091,1,34.0,22,34,44.637362637362635,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,BYU,Big 12,fbs,69.0,Portland State,Big Sky,fcs,0.0,ESPN Bet,-44.5,BYU -44.5,-34.5,62.5,56.5,-50000.0,3500.0,,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,BYU,Big 12,fbs,69.0,Portland State,Big Sky,fcs,0.0,ESPN Bet,-44.5,BYU -44.5,-34.5,62.5,56.5,-50000.0,3500.0,
103,103,401756851,2502,Portland State,Big Sky,,0,10-20,0.0,3,0-0,1,1.0,,,0,0.0,17.0,2.0,0.0,56,3.0,,0,25:38,,,,0.0,22,0,-3,0.0,32.0,0.0,1-13,2.0,4-20,53,1,2.8,-0.1,66.01156069364161,,,10.0,20.0,0.5,0.0,0.0,0.0,1.0,13.0,0.07692307692307693,4.0,20.0,0.2,0,25.0,38,25,66.01156069364161,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,BYU,Big 12,fbs,69.0,Portland State,Big Sky,fcs,0.0,ESPN Bet,-44.5,BYU -44.5,-34.5,62.5,56.5,-50000.0,3500.0,,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,BYU,Big 12,fbs,69.0,Portland State,Big Sky,fcs,0.0,ESPN Bet,-44.5,BYU -44.5,-34.5,62.5,56.5,-50000.0,3500.0,
104,104,401756852,248,Houston,Big 12,,27,16-27,0.0,18,0-1,0,0.0,0.0,17.0,0,,,,9.0,152,7.0,2.0,3,34:49,0.0,18.0,3.0,4.0,46,0,191,2.0,33.0,5.0,7-17,1.0,8-65,343,0,5.6,4.2,51.791666666666664,2025.0,656.74,16.0,27.0,0.5925925925925926,0.0,1.0,0.0,7.0,17.0,0.4117647058823529,8.0,65.0,0.12307692307692308,1,34.0,49,34,51.791666666666664,2025.0,regular,1.0,2025-08-29T00:00:00.000Z,Houston,Big 12,fbs,27.0,Stephen F. Austin,Southland,fcs,0.0,ESPN Bet,-23.5,Houston -23.5,-22.5,54.5,55.5,-3000.0,1200.0,,2025.0,regular,1.0,2025-08-29T00:00:00.000Z,Houston,Big 12,fbs,27.0,Stephen F. Austin,Southland,fcs,0.0,ESPN Bet,-23.5,Houston -23.5,-22.5,54.5,55.5,-3000.0,1200.0,
105,105,401756852,2617,Stephen F. Austin,Southland,,0,17-33,0.0,7,0-3,0,0.0,,,2,0.0,23.0,1.0,,105,3.0,,0,25:11,0.0,27.0,2.0,3.0,25,0,39,1.0,40.0,8.0,3-16,1.0,7-60,144,2,3.2,1.6,68.45205479452055,,,17.0,33.0,0.5151515151515151,0.0,3.0,0.0,3.0,16.0,0.1875,7.0,60.0,0.11666666666666667,0,25.0,11,25,68.45205479452055,2025.0,regular,1.0,2025-08-29T00:00:00.000Z,Houston,Big 12,fbs,27.0,Stephen F. Austin,Southland,fcs,0.0,ESPN Bet,-23.5,Houston -23.5,-22.5,54.5,55.5,-3000.0,1200.0,,2025.0,regular,1.0,2025-08-29T00:00:00.000Z,Houston,Big 12,fbs,27.0,Stephen F. Austin,Southland,fcs,0.0,ESPN Bet,-23.5,Houston -23.5,-22.5,54.5,55.5,-3000.0,1200.0,
106,106,401756853,66,Iowa State,Big 12,,55,23-25,0.0,28,0-0,0,,0.0,22.0,0,,,,13.0,306,3.0,2.0,3,35:18,0.0,117.0,2.0,4.0,42,4,223,0.0,17.0,4.0,9-10,,3-30,529,0,12.2,5.3,42.648936170212764,2025.0,648.93,23.0,25.0,0.92,0.0,0.0,0.0,9.0,10.0,0.9,3.0,30.0,0.1,1,35.0,18,35,42.648936170212764,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Iowa State,Big 12,fbs,55.0,South Dakota,MVFC,fcs,7.0,ESPN Bet,-13.5,Iowa State -13.5,-15.5,47.5,46.5,-800.0,500.0,,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Iowa State,Big 12,fbs,55.0,South Dakota,MVFC,fcs,7.0,ESPN Bet,-13.5,Iowa State -13.5,-15.5,47.5,46.5,-800.0,500.0,
