,season,week,seasonType,id,name,position,team,opponent,averagePPA.all,averagePPA.pass,averagePPA.rush
285,2024,1,regular,4432732,Walker Merrill,WR,Wake Forest,North Carolina A&T,1.574,1.574,
286,2024,1,regular,4567031,Michael Kern,QB,Wake Forest,North Carolina A&T,-0.139,-0.042,-0.382
287,2024,1,regular,4567033,Donavon Greene,WR,Wake Forest,North Carolina A&T,2.235,2.235,
288,2024,1,regular,4567044,Taylor Morin,WR,Wake Forest,North Carolina A&T,1.595,1.595,
289,2024,1,regular,4689529,Kenji Christian,RB,North Carolina A&T,Wake Forest,0.621,,0.621
290,2024,1,regular,4711408,Horatio Fields,WR,Wake Forest,North Carolina A&T,0.725,0.725,
291,2024,1,regular,4832846,Demond Claiborne,RB,Wake Forest,North Carolina A&T,0.646,,0.646
292,2024,1,regular,4868171,Tate Carney,RB,Wake Forest,North Carolina A&T,0.314,,0.314
293,2024,1,regular,4876745,Thomas Brown,WR,North Carolina A&T,Wake Forest,1.81,1.81,
294,2024,1,regular,4882120,Jamison Warren,WR,North Carolina A&T,Wake Forest,1.857,1.857,
295,2024,1,regular,5152158,Deuce Alexander,WR,Wake Forest,North Carolina A&T,1.845,1.845,
296,2024,1,regular,5186586,Ty Clark III,RB,Wake Forest,North Carolina A&T,-0.298,,-0.298
297,2024,1,regular,4426612,Jarrad Baker,WR,UCF,New Hampshire,-0.083,-0.083,
298,2024,1,regular,4429056,Kobe Hudson,WR,UCF,New Hampshire,2.454,2.454,
299,2024,1,regular,4429287,Peny Boone,RB,UCF,New Hampshire,0.622,,0.622
300,2024,1,regular,4567149,KJ Jefferson,QB,UCF,New Hampshire,0.22,0.353,0.02
301,2024,1,regular,4567415,Trent Whittemore,WR,UCF,New Hampshire,0.403,0.403,
302,2024,1,regular,4568490,RJ Harvey,RB,UCF,New Hampshire,0.895,0.444,0.936
303,2024,1,regular,4572934,Seth Morgan,QB,New Hampshire,UCF,-0.07,-0.085,0.325
304,2024,1,regular,4573418,Isaac Seide,RB,New Hampshire,UCF,-0.262,1.518,-0.516
305,2024,1,regular,4676889,Myles Montgomery,RB,UCF,New Hampshire,0.95,3.762,0.599
306,2024,1,regular,4685291,Jacurri Brown,QB,UCF,New Hampshire,-0.346,-0.697,0.055
307,2024,1,regular,4690120,Johnny Richardson,RB,UCF,New Hampshire,0.707,2.648,0.429
308,2024,1,regular,4701090,Joey Corcoran,WR,New Hampshire,UCF,-0.569,-0.569,
309,2024,1,regular,4808767,Xavier Townsend,WR,UCF,New Hampshire,-0.178,-0.046,-0.243
310,2024,1,regular,4870954,Randy Pittman,TE,UCF,New Hampshire,1.553,1.553,
311,2024,1,regular,4877351,Kameron Ingram,RB,UCF,New Hampshire,-0.507,,-0.507
312,2024,1,regular,5079462,Kylan Fox,TE,UCF,New Hampshire,0.176,0.176,
313,2024,1,regular,5083442,Myles Thomason,RB,New Hampshire,UCF,-0.357,-0.144,-0.4
314,2024,1,regular,5083444,Josh Fillion,WR,New Hampshire,UCF,0.164,0.164,
315,2024,1,regular,4428143,Sone Ntoh,RB,Monmouth,Eastern Washington,0.958,,0.958
316,2024,1,regular,4695192,Nolan Ulm,WR,Eastern Washington,Monmouth,2.814,2.814,
317,2024,1,regular,4695193,Efton Chism III,WR,Eastern Washington,Monmouth,2.555,2.555,
318,2024,1,regular,4696065,Derek Robertson,QB,Monmouth,Eastern Washington,0.601,0.625,-0.154
319,2024,1,regular,4775263,Jack Neri,TE,Monmouth,Eastern Washington,2.108,2.108,
320,2024,1,regular,4869656,Makhi Green,RB,Monmouth,Eastern Washington,-0.274,,-0.274
321,2024,1,regular,4876140,Kekoa Visperas,QB,Eastern Washington,Monmouth,1.211,1.535,0.295
322,2024,1,regular,4876144,Tuna Altahir,RB,Eastern Washington,Monmouth,0.218,,0.218
323,2024,1,regular,4876860,TJ Speight,WR,Monmouth,Eastern Washington,1.347,1.607,0.307
324,2024,1,regular,5084027,Miles Williams,WR,Eastern Washington,Monmouth,0.87,0.87,
325,2024,1,regular,5085803,Gavin Nelson,WR,Monmouth,Eastern Washington,1.486,1.486,
326,2024,1,regular,4379400,Matthew Downing,QB,Elon,Duke,-0.014,-0.128,0.706
327,2024,1,regular,4429757,Javon Harvey,WR,Duke,Elon,0.586,0.586,
328,2024,1,regular,4430288,Eli Pancol,WR,Duke,Elon,0.745,0.745,
329,2024,1,regular,4430699,Jack Salopek,QB,Elon,Duke,0.748,0.748,
330,2024,1,regular,4433880,Jontavis Robertson,WR,Duke,Elon,2.699,2.699,
331,2024,1,regular,4573243,Chandler Brayboy,WR,Elon,Duke,0.189,-0.01,1.38
332,2024,1,regular,4594444,Jordan Moore,WR,Duke,Elon,1.212,1.212,
333,2024,1,regular,4608003,Onuma Dieke,WR,Elon,Duke,0.478,0.478,
334,2024,1,regular,4612246,Sahmir Hagans,WR,Duke,Elon,0.745,0.745,
335,2024,1,regular,4685497,Maalik Murphy,QB,Duke,Elon,0.717,0.717,
336,2024,1,regular,4695462,Julian Bumper,WR,Elon,Duke,-0.443,,-0.443
337,2024,1,regular,4708487,Jaquez Moore,RB,Duke,Elon,0.177,0.103,0.189
338,2024,1,regular,4869728,Jeremiah Hasley,TE,Duke,Elon,0.865,0.865,
339,2024,1,regular,4876613,Rushawn Baker,RB,Elon,Duke,-0.144,-0.414,-0.099
340,2024,1,regular,4877772,Charlie Mill,WR,Elon,Duke,-0.302,-0.302,
341,2024,1,regular,4877774,Jamarien Dalton,WR,Elon,Duke,1.432,1.432,
342,2024,1,regular,4923298,Peyton Jones,RB,Duke,Elon,0.028,0.05,0.013
343,2024,1,regular,5084179,Star Thomas,RB,Duke,Elon,-0.1,2.861,-0.369
344,2024,1,regular,5218787,Que'Sean Brown,WR,Duke,Elon,-1.794,-1.794,
345,2024,1,regular,4433973,Seven Mcgee,WR,UAlbany,Long Island University,4.913,4.913,
346,2024,1,regular,4566700,Brandon Niemenski,TE,Long Island University,UAlbany,1.712,1.712,
347,2024,1,regular,4572785,Kahlil Overton,TE,Long Island University,UAlbany,-0.138,-0.138,
348,2024,1,regular,4597146,Faysal Aden,RB,UAlbany,Long Island University,0.415,,0.415
349,2024,1,regular,4613132,Levi Wentz,WR,UAlbany,Long Island University,1.906,1.906,
350,2024,1,regular,4694674,Ludovick Choquette,RB,Long Island University,UAlbany,0.608,2.522,0.48
351,2024,1,regular,4714009,Myles Burkett,QB,UAlbany,Long Island University,0.247,0.276,-0.274
352,2024,1,regular,4837195,Luca Stanzani,QB,Long Island University,UAlbany,0.182,0.207,0.086
353,2024,1,regular,5090098,Michael Love,WR,Long Island University,UAlbany,1.692,1.692,
354,2024,1,regular,5095771,Ethan Greenwood,QB,Long Island University,UAlbany,0.19,,0.19
355,2024,1,regular,5098580,Griffin Woodell,RB,UAlbany,Long Island University,-0.099,0.521,-0.129
356,2024,1,regular,4242373,Bentley Hanshaw,TE,Liberty,Campbell,2.545,2.545,
357,2024,1,regular,4426703,Mark Biggins,RB,Campbell,Liberty,0.308,0.14,0.35
358,2024,1,regular,4427841,Billy Lucas,RB,Liberty,Campbell,0.297,0.798,0.235
359,2024,1,regular,4428486,Treon Sibley,WR,Liberty,Campbell,1.603,1.603,
360,2024,1,regular,4429439,Quinton Cooley,RB,Liberty,Campbell,0.54,,0.54
361,2024,1,regular,4431001,Elijah Canion,WR,Liberty,Campbell,2.044,2.044,
362,2024,1,regular,4432370,Sammy Malignaggi,RB,Campbell,Liberty,-0.405,,-0.405
363,2024,1,regular,4432803,Kaidon Salter,QB,Liberty,Campbell,0.375,0.681,-0.54
364,2024,1,regular,4568687,Sincere Brown,WR,Campbell,Liberty,2.114,2.114,
365,2024,1,regular,4608606,Tyson Mobley,WR,Liberty,Campbell,0.584,0.584,
366,2024,1,regular,4677280,Julian Gray,WR,Liberty,Campbell,0.301,0.301,
367,2024,1,regular,4685701,James Jointer,RB,Liberty,Campbell,0.762,,0.762
368,2024,1,regular,4799987,Ryan Burger,QB,Liberty,Campbell,0.311,-0.559,2.052
369,2024,1,regular,5081716,Kyle Hanks,RB,Liberty,Campbell,1.246,,1.246
370,2024,1,regular,5086052,Chaney Fitzgerald,WR,Campbell,Liberty,0.965,0.965,
371,2024,1,regular,5086056,Melvin Davis,RB,Campbell,Liberty,-0.119,,-0.119
372,2024,1,regular,5122147,Vaughn Blue,RB,Liberty,Campbell,-0.185,-0.185,
373,2024,1,regular,5139857,Caden Williams,RB,Liberty,Campbell,-0.012,,-0.012
374,2024,1,regular,5162399,Darius Copeland,WR,Liberty,Campbell,0.835,0.835,
375,2024,1,regular,4429691,Malik Grant,RB,Rhode Island,Holy Cross,-0.043,-0.022,-0.044
376,2024,1,regular,4573456,Brady Roark,TE,Rhode Island,Holy Cross,-0.629,-0.629,
377,2024,1,regular,4578097,Tommy Smith,TE,Rhode Island,Holy Cross,1.706,1.706,
378,2024,1,regular,4578110,Gabe Sloat,RB,Rhode Island,Holy Cross,0.278,2.408,-0.148
379,2024,1,regular,4590302,Deon Silas,RB,Rhode Island,Holy Cross,-0.585,,-0.585
380,2024,1,regular,4685356,Greg Gaines III,WR,Rhode Island,Holy Cross,2.2,2.2,
381,2024,1,regular,4686096,Hunter Helms,QB,Rhode Island,Holy Cross,-0.3,-0.3,
382,2024,1,regular,4715345,Devin Farrell,QB,Rhode Island,Holy Cross,0.466,0.506,0.351
383,2024,1,regular,4879058,Joe Pesansky,QB,Holy Cross,Rhode Island,-0.146,-0.283,0.627
384,2024,1,regular,4879059,Justin Shorter,WR,Holy Cross,Rhode Island,-0.156,-0.158,-0.153
385,2024,1,regular,4879060,Jordan Fuller,RB,Holy Cross,Rhode Island,0.245,-0.074,0.256
386,2024,1,regular,4879073,Jacob Petersen,TE,Holy Cross,Rhode Island,0.595,0.595,
387,2024,1,regular,5083393,Marquis Buchanan,WR,Rhode Island,Holy Cross,1.322,1.322,
388,2024,1,regular,5087069,Max Mosey,QB,Holy Cross,Rhode Island,-0.424,0.38,-1.227
389,2024,1,regular,4682648,Malachi Fields,WR,Virginia,Richmond,2.55,2.55,
390,2024,1,regular,4684953,Sackett Wood Jr.,TE,Virginia,Richmond,0.235,0.235,
391,2024,1,regular,4685594,Dakota Twitty,TE,Virginia,Richmond,0.662,0.662,
392,2024,1,regular,4686095,Kobe Pace,RB,Virginia,Richmond,0.763,4.408,0.431
393,2024,1,regular,4692796,Nick DeGennaro,WR,Richmond,Virginia,1.366,1.366,
394,2024,1,regular,4695765,Tyler Neville,TE,Virginia,Richmond,0.683,0.683,
395,2024,1,regular,4775264,Tony Muskett,QB,Virginia,Richmond,-1.053,-1.053,
396,2024,1,regular,4873442,Xavier Brown,RB,Virginia,Richmond,-0.035,,-0.035
397,2024,1,regular,4877890,Kyle Wickersham,QB,Richmond,Virginia,0.282,0.045,0.585
398,2024,1,regular,4912130,Trell Harris,WR,Virginia,Richmond,1.242,1.242,
399,2024,1,regular,5044387,Anthony Colandrea,QB,Virginia,Richmond,0.705,0.804,0.508
400,2024,1,regular,5081197,Grady Brosterhous,QB,Virginia,Richmond,0.846,,0.846
401,2024,1,regular,5081202,Jack Griese,RB,Virginia,Richmond,0.742,5.85,-0.28
402,2024,1,regular,5114331,Suderian Harrison,WR,Virginia,Richmond,2.24,2.24,
403,2024,1,regular,4427731,Tyler Knoop,QB,Stony Brook,Marshall,-0.086,-0.172,1.199
404,2024,1,regular,4430358,Cal Redman,TE,Stony Brook,Marshall,1.112,1.112,
405,2024,1,regular,4431094,Christian Fitzpatrick,WR,Marshall,Stony Brook,2.684,2.684,
406,2024,1,regular,4431651,Elijah Metcalf,WR,Marshall,Stony Brook,1.363,1.943,-0.378
407,2024,1,regular,4565181,Bralon Brown,WR,Marshall,Stony Brook,1.04,1.04,
408,2024,1,regular,4568312,Jordan Houston,RB,Marshall,Stony Brook,0.004,,0.004
409,2024,1,regular,4573531,RJ Lamarre,WR,Stony Brook,Marshall,1.012,1.012,
410,2024,1,regular,4600403,Braylon Braxton,QB,Marshall,Stony Brook,0.784,1.074,-0.278
411,2024,1,regular,4683164,Shakhi Carson,RB,Stony Brook,Marshall,-0.081,,-0.081
412,2024,1,regular,4684939,Bryan Robinson,WR,Marshall,Stony Brook,0.678,0.678,
413,2024,1,regular,4691272,Stone Earle,QB,Marshall,Stony Brook,0.304,0.213,0.525
414,2024,1,regular,4694728,Chance Knox,WR,Stony Brook,Marshall,-0.237,-0.237,
415,2024,1,regular,4695303,Roland Dempster,RB,Stony Brook,Marshall,0.193,1.926,0.06
416,2024,1,regular,4695304,Jayden Cook,RB,Stony Brook,Marshall,-0.241,-0.056,-0.425
417,2024,1,regular,4695318,Cole Bunicci,TE,Stony Brook,Marshall,1.637,1.637,
418,2024,1,regular,4696208,Jasiah Williams,WR,Stony Brook,Marshall,-0.116,-0.116,
419,2024,1,regular,4709672,Ethan Payne,RB,Marshall,Stony Brook,-0.094,-0.473,-0.018
420,2024,1,regular,4869817,Cole Pennington,QB,Marshall,Stony Brook,0.794,0.978,-0.126
421,2024,1,regular,4880845,Charles Montgomery,WR,Marshall,Stony Brook,0.918,0.918,
422,2024,1,regular,5082548,A.J. Turner,RB,Marshall,Stony Brook,1.011,1.266,0.979
423,2024,1,regular,5087747,Jayce Freeman,WR,Stony Brook,Marshall,2.979,2.979,
424,2024,1,regular,5093009,Carl Chester,WR,Marshall,Stony Brook,2.656,2.656,
425,2024,1,regular,4361059,Da'kendall James,WR,Towson,Cincinnati,1.624,1.624,
426,2024,1,regular,4430817,Xzavier Henderson,WR,Cincinnati,Towson,1.177,1.177,
427,2024,1,regular,4431431,Corey Kiner,RB,Cincinnati,Towson,0.351,,0.351
428,2024,1,regular,4432757,Evan Pryor,RB,Cincinnati,Towson,1.649,2.202,1.511
429,2024,1,regular,4565859,Joe Royer,TE,Cincinnati,Towson,1.48,1.48,
430,2024,1,regular,4570045,John Dunmore,WR,Towson,Cincinnati,2.234,2.234,
431,2024,1,regular,4575528,Francis Sherman,TE,Cincinnati,Towson,1.608,1.608,
432,2024,1,regular,4683531,Aaron Turner,WR,Cincinnati,Towson,2.208,2.208,
433,2024,1,regular,4692972,Jamoi Mayes,WR,Cincinnati,Towson,0.81,0.81,
434,2024,1,regular,4694946,Devin Matthews,RB,Towson,Cincinnati,-0.173,1.501,-0.37
435,2024,1,regular,4731981,Carlos Davis,QB,Towson,Cincinnati,0.142,0.099,0.539
436,2024,1,regular,4878133,Lukkas Londono,WR,Towson,Cincinnati,1.093,1.093,
437,2024,1,regular,4878994,Victor Dawson,RB,Cincinnati,Towson,-0.338,,-0.338
438,2024,1,regular,4879499,Tony Johnson,WR,Cincinnati,Towson,0.378,,0.378
439,2024,1,regular,4882122,Sterling Berkhalter,WR,Cincinnati,Towson,3.03,3.03,
440,2024,1,regular,4899046,Brendan Sorsby,QB,Cincinnati,Towson,0.768,0.813,0.491
441,2024,1,regular,4922983,Manny Covey,RB,Cincinnati,Towson,0.259,0.172,0.276
442,2024,1,regular,4923288,Barry Jackson Jr.,WR,Cincinnati,Towson,0.085,0.095,0.075
443,2024,1,regular,5089860,Chance Williams,RB,Cincinnati,Towson,0.023,,0.023
444,2024,1,regular,5151405,Jaceon Doss,WR,Towson,Cincinnati,2.729,2.729,
445,2024,1,regular,4427911,Hollis Mathis,QB,William & Mary,VMI,1.906,3.048,0.764
446,2024,1,regular,4574128,Bronson Yoder,RB,William & Mary,VMI,0.433,1.666,0.31
447,2024,1,regular,4685896,Martin Lucas,RB,William & Mary,VMI,0.799,,0.799
448,2024,1,regular,4694093,Damian Harris,WR,William & Mary,VMI,2.013,2.013,
449,2024,1,regular,4694487,DreSean Kendrick,RB,William & Mary,VMI,0.979,0.979,
450,2024,1,regular,4694488,JT Mayo,WR,William & Mary,VMI,1.405,1.405,
451,2024,1,regular,4694492,Malachi Imoh,RB,William & Mary,VMI,0.256,2.196,0.013
452,2024,1,regular,4694703,Julio DaSilva,WR,VMI,William & Mary,0.788,0.788,
453,2024,1,regular,4877439,Hunter Rice,RB,VMI,William & Mary,0.602,2.592,0.271
454,2024,1,regular,4877458,Trace Pedigo,WR,VMI,William & Mary,2.175,2.175,
455,2024,1,regular,4878151,Darius Wilson,QB,William & Mary,VMI,1.007,1.055,0.904
456,2024,1,regular,5083271,Sean McElwain,TE,William & Mary,VMI,2.454,2.454,
457,2024,1,regular,5083941,Collin Shannon,QB,VMI,William & Mary,-0.382,-0.398,-0.14
458,2024,1,regular,5083963,Ivan Thorpe,WR,VMI,William & Mary,1.308,1.685,0.931
459,2024,1,regular,4362188,Sterling Galban,WR,Massachusetts,Eastern Michigan,2.22,2.22,
460,2024,1,regular,4426430,Taisun Phommachanh,QB,Massachusetts,Eastern Michigan,0.06,-0.037,0.496
461,2024,1,regular,4427934,Dominick Mazotti,TE,Massachusetts,Eastern Michigan,0.735,0.735,
462,2024,1,regular,4427971,Dontae McMillan,RB,Eastern Michigan,Massachusetts,-0.183,-0.984,-0.13
463,2024,1,regular,4428018,Delbert Mimms III,RB,Eastern Michigan,Massachusetts,2.052,,2.052
464,2024,1,regular,4433855,Terry Lockett,WR,Eastern Michigan,Massachusetts,2.001,2.001,
465,2024,1,regular,4570057,Cole Snyder,QB,Eastern Michigan,Massachusetts,0.456,0.433,0.563
466,2024,1,regular,4603185,Markus Allen,WR,Eastern Michigan,Massachusetts,1.694,1.694,
467,2024,1,regular,4697741,Jalen John,RB,Massachusetts,Eastern Michigan,0.464,0.904,0.306
468,2024,1,regular,4710860,Oran Singleton Jr.,WR,Eastern Michigan,Massachusetts,1.114,1.114,
469,2024,1,regular,4712328,Anthony Simpson,WR,Massachusetts,Eastern Michigan,0.447,0.447,
470,2024,1,regular,4827049,Max Reese,TE,Eastern Michigan,Massachusetts,0.382,0.382,
471,2024,1,regular,4898646,Keshawn Brown,WR,Massachusetts,Eastern Michigan,0.441,0.441,
472,2024,1,regular,4900879,Jacquon Gibson,WR,Massachusetts,Eastern Michigan,0.317,0.317,
473,2024,1,regular,4923282,C.J. Hester,RB,Massachusetts,Eastern Michigan,0.442,0.279,0.483
474,2024,1,regular,5178972,Jakobie Keeney-James,WR,Massachusetts,Eastern Michigan,2.211,2.211,
475,2024,1,regular,4360689,Tyler Shough,QB,Louisville,Austin Peay,0.576,0.576,
476,2024,1,regular,4362313,O'Shann Allison,RB,Austin Peay,Louisville,-0.344,-0.111,-0.411
477,2024,1,regular,4430905,Jadon Thompson,WR,Louisville,Austin Peay,1.943,1.943,
478,2024,1,regular,4431051,Izayah Cummings,TE,Louisville,Austin Peay,0.086,0.086,
479,2024,1,regular,4431346,Mark Redman,TE,Louisville,Austin Peay,2.632,2.632,
480,2024,1,regular,4431506,Ja'Corey Brooks,WR,Louisville,Austin Peay,1.04,1.04,
481,2024,1,regular,4432138,Mason Garcia,QB,Austin Peay,Louisville,-0.144,-0.313,0.474
482,2024,1,regular,4597247,Austin Smith,QB,Austin Peay,Louisville,-0.188,-0.269,0.35
483,2024,1,regular,4683234,La'Vell Wright,RB,Austin Peay,Louisville,-0.302,-0.647,-0.154
484,2024,1,regular,4685560,Jaleel Skinner,TE,Louisville,Austin Peay,-0.042,-0.042,
485,2024,1,regular,4686328,Malik Bowen-Sims,WR,Austin Peay,Louisville,0.554,0.554,
486,2024,1,regular,4837391,Maurice Turner,RB,Louisville,Austin Peay,0.367,0.447,0.348
487,2024,1,regular,4869961,Chris Bell,WR,Louisville,Austin Peay,1.371,1.371,
488,2024,1,regular,4870636,Pierce Clarkson,QB,Louisville,Austin Peay,-0.529,-0.529,
489,2024,1,regular,4884395,Romon Copeland,WR,Austin Peay,Louisville,-0.429,-0.429,
490,2024,1,regular,4922988,Jamari Johnson,TE,Louisville,Austin Peay,0.558,0.558,
491,2024,1,regular,4923046,Keyjuan Brown,RB,Louisville,Austin Peay,0.438,-0.082,0.553
492,2024,1,regular,5079349,Isaac Brown,RB,Louisville,Austin Peay,1.421,0.642,1.577
493,2024,1,regular,5083069,DJ Carter,WR,Austin Peay,Louisville,-0.757,-0.757,
494,2024,1,regular,5099305,Antonio Meeks,WR,Louisville,Austin Peay,-0.941,-0.941,
495,2024,1,regular,5102556,Cataurus Hicks,WR,Louisville,Austin Peay,-0.224,-0.224,
496,2024,1,regular,5126464,Deuce Adams,QB,Louisville,Austin Peay,-0.288,,-0.288
497,2024,1,regular,5136049,Duke Watson,RB,Louisville,Austin Peay,0.971,,0.971
498,2024,1,regular,5151017,Travis Egan,QB,Louisville,Austin Peay,0.293,,0.293
499,2024,1,regular,5153730,Jaden Barnes,WR,Austin Peay,Louisville,1.386,1.386,
500,2024,1,regular,5159944,Kris Hughes,WR,Louisville,Austin Peay,-0.291,-0.291,
501,2024,1,regular,4384603,Will McElvain,QB,Central Arkansas,Arkansas State,0.159,0.111,0.436
502,2024,1,regular,4426424,Trejan Bridges,WR,Central Arkansas,Arkansas State,2.626,2.626,
503,2024,1,regular,4429133,Malik Hornsby,WR,Arkansas State,Central Arkansas,-0.114,-0.114,
504,2024,1,regular,4433901,Corey Rucker,WR,Arkansas State,Central Arkansas,1.953,1.953,
505,2024,1,regular,4565172,Courtney Jackson,WR,Arkansas State,Central Arkansas,1.668,1.668,
506,2024,1,regular,4571305,Zak Wallace,RB,Arkansas State,Central Arkansas,0.035,-0.833,0.093
507,2024,1,regular,4700811,Ja'Quez Cross,RB,Arkansas State,Central Arkansas,0.021,0.427,-0.072
508,2024,1,regular,4711409,Emmanuel Stevenson,TE,Arkansas State,Central Arkansas,-0.224,-0.224,
509,2024,1,regular,4876907,ShunDerrick Powell,RB,Central Arkansas,Arkansas State,0.884,1.431,0.701
510,2024,1,regular,4877645,Darius Hale,RB,Central Arkansas,Arkansas State,0.037,-0.384,0.177
511,2024,1,regular,4877663,Kam Robinson,WR,Central Arkansas,Arkansas State,0.13,0.312,-0.418
512,2024,1,regular,4877671,Tyion Berry,WR,Central Arkansas,Arkansas State,2.664,2.664,
513,2024,1,regular,4880079,Reagan Ealy,WR,Arkansas State,Central Arkansas,0.218,0.218,
514,2024,1,regular,5080403,Jaylen Raynor,QB,Arkansas State,Central Arkansas,0.192,0.073,0.69
515,2024,1,regular,5121601,Hunter Summers,WR,Arkansas State,Central Arkansas,0.074,0.074,
516,2024,1,regular,5122081,Tyler Little,TE,Arkansas State,Central Arkansas,1.312,1.312,
517,2024,1,regular,4427957,Ty McCullouch,WR,Montana State,Utah Tech,0.027,0.027,
518,2024,1,regular,4430847,Chris Street,RB,Utah Tech,Montana State,0.074,-0.703,0.462
519,2024,1,regular,4432368,Luke MacPhail,QB,Utah Tech,Montana State,-0.294,-0.294,
520,2024,1,regular,4565552,Deacon Hill,QB,Utah Tech,Montana State,0.253,0.163,0.976
521,2024,1,regular,4571021,Shamar Garrett,RB,Utah Tech,Montana State,-0.197,-0.277,0.045
522,2024,1,regular,4581420,Lonyatta Alexander,WR,Montana State,Utah Tech,-0.245,-0.245,
523,2024,1,regular,4683571,Eni Falayi,TE,Utah Tech,Montana State,-0.012,-0.012,
524,2024,1,regular,4755767,Jay McEuen,TE,Utah Tech,Montana State,-0.064,-0.064,
525,2024,1,regular,4775196,Tommy Mellott,QB,Montana State,Utah Tech,0.849,0.799,0.991
526,2024,1,regular,5083213,Jordan Reed,QB,Montana State,Utah Tech,-0.781,-0.781,
527,2024,1,regular,5083509,Rohan Jones,TE,Montana State,Utah Tech,1.834,1.834,
528,2024,1,regular,5085300,Jared White,RB,Montana State,Utah Tech,-0.044,,-0.044
529,2024,1,regular,5085301,Taco Dowler,WR,Montana State,Utah Tech,1.264,1.15,1.609
530,2024,1,regular,5088952,Eric Olsen,TE,Utah Tech,Montana State,-0.184,0.086,-0.453
531,2024,1,regular,5088953,Daniel Thomason,WR,Utah Tech,Montana State,0.413,0.413,
532,2024,1,regular,5088960,Reggie Graff,QB,Utah Tech,Montana State,-0.295,-0.801,-0.042
533,2024,1,regular,4732083,Parker Wroble,WR,Mercer,Presbyterian,2.211,2.211,
534,2024,1,regular,4838520,Micah Bell,RB,Mercer,Presbyterian,-0.233,,-0.233
535,2024,1,regular,4876964,Quante Jennings,RB,Presbyterian,Mercer,-0.759,,-0.759
536,2024,1,regular,5078043,Apollos Cook,WR,Mercer,Presbyterian,0.315,0.315,
537,2024,1,regular,5085718,Hess Horne,QB,Mercer,Presbyterian,0.503,0.396,1.147
538,2024,1,regular,5088096,Ty Englehart,QB,Presbyterian,Mercer,-0.135,-0.221,0.26
539,2024,1,regular,5088107,Dominic Kibby,WR,Presbyterian,Mercer,0.865,0.865,
540,2024,1,regular,5092811,CJ Miller,RB,Mercer,Presbyterian,-0.198,-0.134,-0.219
541,2024,1,regular,5092824,Sawyer Burt,TE,Mercer,Presbyterian,1.875,1.875,
542,2024,1,regular,5158340,Denim Edwards,RB,Presbyterian,Mercer,0.01,,0.01
543,2024,1,regular,4428438,Edward Saydee,RB,Gardner-Webb,Wofford,0.094,1.531,-0.193
544,2024,1,regular,4429062,Ze'Vian Capers,WR,Gardner-Webb,Wofford,0.9,0.9,
545,2024,1,regular,4429971,Ryan Ingram,RB,Wofford,Gardner-Webb,0.131,,0.131
546,2024,1,regular,4578628,Jordan Davis,WR,Wofford,Gardner-Webb,1.083,1.083,
547,2024,1,regular,4877583,Kyle Pinnix,QB,Wofford,Gardner-Webb,2.855,2.855,
548,2024,1,regular,4877615,Kyle Watkins,WR,Wofford,Gardner-Webb,1.537,1.537,
549,2024,1,regular,5083894,Camden Overton,TE,Gardner-Webb,Wofford,1.614,1.614,
550,2024,1,regular,5084517,Cam Smith,WR,Wofford,Gardner-Webb,1.229,1.229,
551,2024,1,regular,5084518,Dylan Djete,WR,Wofford,Gardner-Webb,1.694,1.694,
552,2024,1,regular,5084524,Kyle Parsons,RB,Wofford,Gardner-Webb,-0.605,,-0.605
553,2024,1,regular,5095094,Caleb Borders,WR,Gardner-Webb,Wofford,1.874,1.874,
554,2024,1,regular,5153782,Amari Odom,QB,Wofford,Gardner-Webb,0.41,0.318,0.882
555,2024,1,regular,4429032,Hudson Card,QB,Purdue,Indiana State,0.948,0.876,1.845
