,season,week,seasonType,id,name,position,team,opponent,averagePPA.all,averagePPA.pass,averagePPA.rush
2680,2024,1,postseason,4683153,Skyler Bell,WR,UConn,North Carolina,0.739,0.739,
2681,2024,1,postseason,4710843,Jasaiah Gathings,WR,UConn,North Carolina,0.844,0.844,
2682,2024,1,postseason,4755664,Nick Evers,QB,UConn,North Carolina,-0.035,-0.304,0.099
2683,2024,1,postseason,4873234,Victor Rosa,RB,UConn,North Carolina,-0.272,,-0.272
2684,2024,1,postseason,5079468,Davion Gause,RB,North Carolina,UConn,-0.368,,-0.368
2685,2024,1,postseason,5079687,Jordan Shipp,WR,North Carolina,UConn,-0.5,-0.5,
2686,2024,1,postseason,5086034,Camryn Edwards,RB,UConn,North Carolina,0.355,,0.355
2687,2024,1,postseason,5144313,Michael Merdinger,QB,North Carolina,UConn,-0.242,-0.216,-0.651
2688,2024,1,postseason,4427609,Rahmir Johnson,RB,Nebraska,Boston College,0.648,1.526,0.551
2689,2024,1,postseason,4428050,Kamari Morales,TE,Boston College,Nebraska,0.556,0.556,
2690,2024,1,postseason,4428692,Dino Tomlin,WR,Boston College,Nebraska,1.893,1.893,
2691,2024,1,postseason,4567707,Grayson James,QB,Boston College,Nebraska,0.169,0.236,-0.24
2692,2024,1,postseason,4571935,Jahmal Banks,WR,Nebraska,Boston College,1.591,1.591,
2693,2024,1,postseason,4590292,Thomas Fidone Jr.,TE,Nebraska,Boston College,0.608,0.608,
2694,2024,1,postseason,4683159,Lewis Bond,WR,Boston College,Nebraska,2.252,2.252,
2695,2024,1,postseason,4683263,Heinrich Haarberg,QB,Nebraska,Boston College,0.424,0.424,
2696,2024,1,postseason,4685274,Janiran Bonner,WR,Nebraska,Boston College,1.383,1.383,
2697,2024,1,postseason,4708354,Jeremiah Franklin,TE,Boston College,Nebraska,0.527,0.527,
2698,2024,1,postseason,4832955,Emmett Johnson,RB,Nebraska,Boston College,0.086,0.755,-0.093
2699,2024,1,postseason,4837385,Jordan Mcdonald,RB,Boston College,Nebraska,-0.223,0.077,-0.323
2700,2024,1,postseason,4880638,Kye Robichaux,RB,Boston College,Nebraska,-0.608,-0.534,-0.638
2701,2024,1,postseason,5031157,Reed Harris,WR,Boston College,Nebraska,1.708,1.708,
2702,2024,1,postseason,5079572,Dylan Raiola,QB,Nebraska,Boston College,0.298,0.288,0.456
2703,2024,1,postseason,5081107,Luke Lindenmeyer,TE,Nebraska,Boston College,0.976,0.976,
2704,2024,1,postseason,5083370,Jacory Barney Jr.,WR,Nebraska,Boston College,0.216,0.216,
2705,2024,1,postseason,5119868,Jaylen Lloyd,WR,Nebraska,Boston College,0.647,0.647,
2706,2024,1,postseason,5120456,Kwinten Ives,RB,Nebraska,Boston College,1.213,,1.213
2707,2024,1,postseason,5146724,Turbo Richard,RB,Boston College,Nebraska,0.618,2.137,-0.142
2708,2024,1,postseason,5222689,John Montague,WR,Boston College,Nebraska,0.452,0.452,
2709,2024,1,postseason,4373895,Ben Wooldridge,QB,Louisiana,TCU,-0.149,-0.166,0.255
2710,2024,1,postseason,4426454,Lance LeGendre,WR,Louisiana,TCU,-0.329,-0.329,
2711,2024,1,postseason,4428808,Jacob Bernard,WR,Louisiana,TCU,3.26,3.26,
2712,2024,1,postseason,4429466,Drake Dabney,TE,TCU,Louisiana,0.703,0.703,
2713,2024,1,postseason,4431297,Blake Nowell,WR,TCU,Louisiana,2.715,2.715,
2714,2024,1,postseason,4431375,Ken Seals,QB,TCU,Louisiana,-0.882,-0.882,
2715,2024,1,postseason,4570296,Dalen Cambre,WR,Louisiana,TCU,1.14,1.14,
2716,2024,1,postseason,4573495,Chaz Ward,RB,Louisiana,TCU,1.612,1.612,
2717,2024,1,postseason,4602185,Eric McAlister,WR,TCU,Louisiana,1.09,1.09,
2718,2024,1,postseason,4602783,Trent Battle,RB,TCU,Louisiana,-0.19,-0.868,-0.114
2719,2024,1,postseason,4685183,John Paul Richardson,WR,TCU,Louisiana,0.654,0.654,
2720,2024,1,postseason,4685401,Josh Hoover,QB,TCU,Louisiana,0.444,0.463,0.117
2721,2024,1,postseason,4690461,Robert Williams,WR,Louisiana,TCU,-0.097,-0.097,
2722,2024,1,postseason,4710711,D'Andre Rogers,TE,TCU,Louisiana,1.249,1.249,
2723,2024,1,postseason,4870592,Jordyn Bailey,WR,TCU,Louisiana,-0.091,-0.556,0.84
2724,2024,1,postseason,4870809,Braylon James,WR,TCU,Louisiana,0.056,0.056,
2725,2024,1,postseason,4871091,D'Wayne' Winfield,QB,Louisiana,TCU,-0.108,-0.203,-0.07
2726,2024,1,postseason,4917310,Zylan Perry,RB,Louisiana,TCU,-0.067,0.333,-0.104
2727,2024,1,postseason,5079552,Nate Palmer,RB,TCU,Louisiana,-0.297,,-0.297
2728,2024,1,postseason,5079663,Jeremy Payne,RB,TCU,Louisiana,-0.214,-0.566,-0.136
2729,2024,1,postseason,5146661,Daniel Beale,QB,Louisiana,TCU,0.69,0.69,
2730,2024,1,postseason,5156906,Bill Davis,RB,Louisiana,TCU,-0.396,-1.428,-0.281
2731,2024,1,postseason,5156915,Tylon Citizen,RB,Louisiana,TCU,0.695,,0.695
2732,2024,1,postseason,5156928,Caden Jensen,TE,Louisiana,TCU,0.82,0.82,
2733,2024,1,postseason,4567784,Jacolby George,WR,Miami,Iowa State,0.244,0.244,
2734,2024,1,postseason,4586312,Jaylin Noel,WR,Iowa State,Miami,0.79,0.909,0.252
2735,2024,1,postseason,4678006,Elijah Arroyo,TE,Miami,Iowa State,1.036,1.036,
2736,2024,1,postseason,4686438,Stevo Klotz,TE,Iowa State,Miami,-0.502,-0.502,
2737,2024,1,postseason,4688380,Cameron Ward,QB,Miami,Iowa State,0.564,0.721,-0.378
2738,2024,1,postseason,4689855,Isaiah Alston,WR,Iowa State,Miami,0.199,0.199,
2739,2024,1,postseason,4801299,Rocco Becht,QB,Iowa State,Miami,0.425,0.339,0.877
2740,2024,1,postseason,4808830,Damien Martinez,RB,Miami,Iowa State,0.733,-0.35,0.887
2741,2024,1,postseason,4869519,Gabe Burkle,TE,Iowa State,Miami,0.712,0.712,
2742,2024,1,postseason,4870736,Mark Fletcher Jr.,RB,Miami,Iowa State,-0.034,,-0.034
2743,2024,1,postseason,4870770,Nathaniel Joseph,WR,Miami,Iowa State,-0.302,-0.302,
2744,2024,1,postseason,4879248,Eli Green,WR,Iowa State,Miami,-0.005,-0.005,
2745,2024,1,postseason,5075800,Emory Williams,QB,Miami,Iowa State,-0.208,-0.208,
2746,2024,1,postseason,5077502,Carson Hansen,RB,Iowa State,Miami,0.135,0.764,0.057
2747,2024,1,postseason,5078005,Abu Sama III,RB,Iowa State,Miami,-0.065,,-0.065
2748,2024,1,postseason,5079503,Elija Lofton,TE,Miami,Iowa State,2.502,1.199,3.805
2749,2024,1,postseason,5079591,Jordan Lyle,RB,Miami,Iowa State,0.005,-0.878,0.104
2750,2024,1,postseason,5079745,Joshisa Trader,WR,Miami,Iowa State,2.144,2.144,
2751,2024,1,postseason,5081863,Carson Brown,WR,Iowa State,Miami,0.972,0.972,
2752,2024,1,postseason,5159954,Shemar Kirk,WR,Miami,Iowa State,0.167,0.167,
2753,2024,1,postseason,5219258,Aiden Flora,RB,Iowa State,Miami,1.216,0.269,2.162
2754,2024,1,postseason,4427694,Casey Kelly,TE,East Carolina,NC State,-0.328,-0.328,
2755,2024,1,postseason,4428803,Jordan Waters,RB,NC State,East Carolina,-0.05,-0.221,0.036
2756,2024,1,postseason,4431209,Dacari Collins,WR,NC State,East Carolina,1.1,1.1,
2757,2024,1,postseason,4590347,Rahjai Harris,RB,East Carolina,NC State,0.838,,0.838
2758,2024,1,postseason,4604008,Kelan Robinson,WR,East Carolina,NC State,-0.159,-0.159,
2759,2024,1,postseason,4685110,Anthony Smith,WR,East Carolina,NC State,-0.075,-0.075,
2760,2024,1,postseason,4795295,Katin Houser,QB,East Carolina,NC State,0.24,0.009,0.758
2761,2024,1,postseason,4870929,Noah Rogers,WR,NC State,East Carolina,1.08,1.08,
2762,2024,1,postseason,4871053,Daylan Smothers,RB,NC State,East Carolina,0.533,1.957,0.343
2763,2024,1,postseason,4872836,Jhari Patterson,WR,East Carolina,NC State,0.127,0.127,
2764,2024,1,postseason,4888723,Wesley Grimes,WR,NC State,East Carolina,0.931,0.931,
2765,2024,1,postseason,4899368,Kendrick Raphael,RB,NC State,East Carolina,-0.679,,-0.679
2766,2024,1,postseason,4912052,Justin Joly,TE,NC State,East Carolina,1.155,1.155,
2767,2024,1,postseason,4941012,London Montgomery,RB,East Carolina,NC State,-0.245,,-0.245
2768,2024,1,postseason,5079301,CJ Bailey,QB,NC State,East Carolina,0.399,0.475,0.162
2769,2024,1,postseason,5079524,Keenan Jackson,WR,NC State,East Carolina,0.926,0.926,
2770,2024,1,postseason,5084658,Terrell Anderson,WR,NC State,East Carolina,0.037,0.037,
2771,2024,1,postseason,5155519,Yannick Smith,WR,East Carolina,NC State,1.214,1.381,0.545
2772,2024,1,postseason,5160086,Desirrio Riles,TE,East Carolina,NC State,0.783,0.783,
2773,2024,1,postseason,4362915,Gerry Bohannon,QB,BYU,Colorado,-0.556,-3.664,0.48
2774,2024,1,postseason,4428997,Sav'ell Smalls,TE,Colorado,BYU,2.068,2.068,
2775,2024,1,postseason,4432762,Shedeur Sanders,QB,Colorado,BYU,0.251,0.273,0.128
2776,2024,1,postseason,4604004,Keelan Marion,WR,BYU,Colorado,-0.259,-0.24,-0.279
2777,2024,1,postseason,4608679,Will Sheppard,WR,Colorado,BYU,-0.799,-0.799,
2778,2024,1,postseason,4685415,Travis Hunter,WR,Colorado,BYU,1.413,1.413,
2779,2024,1,postseason,4690143,LaJohntay Wester,WR,Colorado,BYU,0.27,0.61,-1.089
2780,2024,1,postseason,4698727,Dallan Hayden,RB,Colorado,BYU,1.679,4.213,-0.855
2781,2024,1,postseason,4708486,Jimmy Horn Jr.,WR,Colorado,BYU,-0.032,-0.032,
2782,2024,1,postseason,4714388,Chase Roberts,WR,BYU,Colorado,0.111,0.111,
2783,2024,1,postseason,4799963,Mata'ava Ta'ase,TE,BYU,Colorado,0.438,0.438,
2784,2024,1,postseason,4888706,Parker Kingston,WR,BYU,Colorado,0.236,0.236,
2785,2024,1,postseason,4918126,LJ Martin,RB,BYU,Colorado,0.332,0.085,0.378
2786,2024,1,postseason,4921292,Isaiah Augustave,RB,Colorado,BYU,-0.254,,-0.254
2787,2024,1,postseason,5079612,Drelon Miller,WR,Colorado,BYU,-0.427,-0.427,
2788,2024,1,postseason,5079626,Micah Welch,RB,Colorado,BYU,0.108,,0.108
2789,2024,1,postseason,5083198,Darius Lassiter,WR,BYU,Colorado,0.777,0.777,
2790,2024,1,postseason,5126536,Ryner Swanson,TE,BYU,Colorado,0.974,0.974,
2791,2024,1,postseason,5150611,Jake Retzlaff,QB,BYU,Colorado,-0.097,-0.189,0.225
2792,2024,1,postseason,5219642,Pokaiaua Haunga,RB,BYU,Colorado,-0.171,-1.34,0.023
2793,2024,1,postseason,4431142,Jimmy Holiday,WR,Louisiana Tech,Army,0.295,0.862,-0.839
2794,2024,1,postseason,4578489,Abdul-Fatai Ibrahim,WR,Louisiana Tech,Army,2.07,2.07,
2795,2024,1,postseason,4687187,Marquis Crosby,RB,Louisiana Tech,Army,-0.429,,-0.429
2796,2024,1,postseason,4689825,Tyrell Robinson,RB,Army,Louisiana Tech,0.206,,0.206
2797,2024,1,postseason,4875786,Tru Edwards,WR,Louisiana Tech,Army,0.462,0.555,-0.281
2798,2024,1,postseason,4879926,David Crossan,TE,Army,Louisiana Tech,3.182,3.182,
2799,2024,1,postseason,4879928,Bryson Daily,QB,Army,Louisiana Tech,0.409,0.039,0.533
2800,2024,1,postseason,4879965,Casey Reynolds,WR,Army,Louisiana Tech,2.252,2.252,
2801,2024,1,postseason,4879975,Miles Stewart,RB,Army,Louisiana Tech,-2.438,,-2.438
2802,2024,1,postseason,5076949,Evan Bullock,QB,Louisiana Tech,Army,-0.173,-0.141,-1.096
2803,2024,1,postseason,5082142,Noah Short,WR,Army,Louisiana Tech,-0.157,,-0.157
2804,2024,1,postseason,5082144,Hayden Reed,RB,Army,Louisiana Tech,0.396,,0.396
2805,2024,1,postseason,5121453,Eli Finley,TE,Louisiana Tech,Army,1.354,1.354,
2806,2024,1,postseason,5150326,Carson Smith,RB,Army,Louisiana Tech,-0.21,,-0.21
2807,2024,1,postseason,5150329,Jake Rendina,RB,Army,Louisiana Tech,0.337,,0.337
2808,2024,1,postseason,5193224,Fred Robertson,RB,Louisiana Tech,Army,-0.192,,-0.192
2809,2024,1,postseason,5220340,Omiri Wiggins,RB,Louisiana Tech,Army,0.2,,0.2
2810,2024,1,postseason,5230762,Amani Givens,RB,Louisiana Tech,Army,-0.477,,-0.477
2811,2024,1,postseason,4426535,Theo Wease,WR,Missouri,Iowa,1.406,1.406,
2812,2024,1,postseason,4429435,Brady Cook,QB,Missouri,Iowa,0.294,0.322,0.211
2813,2024,1,postseason,4432338,Luke Lachey,TE,Iowa,Missouri,-0.114,-0.114,
2814,2024,1,postseason,4576318,Marcus Carroll,RB,Missouri,Iowa,-0.032,,-0.032
2815,2024,1,postseason,4602966,Jacob Gill,WR,Iowa,Missouri,1.214,1.214,
2816,2024,1,postseason,4613032,Nate Noel,RB,Missouri,Iowa,-0.266,,-0.266
2817,2024,1,postseason,4683058,Brendan Sullivan,QB,Iowa,Missouri,0.052,0.143,-0.131
2818,2024,1,postseason,4685418,Tavorus Jones,RB,Missouri,Iowa,0.082,1.71,-1.545
2819,2024,1,postseason,4873456,Addison Ostrenga,TE,Iowa,Missouri,3.376,3.376,
2820,2024,1,postseason,4874423,Logan Muckey,WR,Missouri,Iowa,0.304,0.304,
2821,2024,1,postseason,4921113,Joshua Manning,WR,Missouri,Iowa,2.334,,2.334
2822,2024,1,postseason,4921116,Jamal Roberts,RB,Missouri,Iowa,-0.385,,-0.385
2823,2024,1,postseason,4950379,Zach Ortwerth,TE,Iowa,Missouri,-0.643,-0.643,
2824,2024,1,postseason,5075920,Jarriett Buie,WR,Iowa,Missouri,0.515,0.515,
2825,2024,1,postseason,5076106,Marquis Johnson,WR,Missouri,Iowa,0.9,1.359,-0.704
2826,2024,1,postseason,5076584,Terrell Washington Jr.,RB,Iowa,Missouri,0.761,1.087,-0.216
2827,2024,1,postseason,5081332,Jaziun Patterson,RB,Iowa,Missouri,0.482,,0.482
2828,2024,1,postseason,5081338,Kaden Wetjen,WR,Iowa,Missouri,0.827,0.827,
2829,2024,1,postseason,4431600,Jayden Thomas,WR,Notre Dame,Georgia,-0.005,-0.6,0.59
2830,2024,1,postseason,4428439,Collin Schlee,QB,Virginia Tech,Minnesota,-0.09,-0.384,0.499
2831,2024,1,postseason,4430067,Jaren Mangham,RB,Minnesota,Virginia Tech,0.278,0.515,0.251
2832,2024,1,postseason,4432215,Stephen Gosnell,WR,Virginia Tech,Minnesota,-1.327,-1.327,
2833,2024,1,postseason,4569547,Nick Kallerup,TE,Minnesota,Virginia Tech,0.541,0.541,
2834,2024,1,postseason,4572267,Elijah Spencer,WR,Minnesota,Virginia Tech,0.826,0.826,
2835,2024,1,postseason,4573398,Max Brosmer,QB,Minnesota,Virginia Tech,0.262,0.294,-0.059
2836,2024,1,postseason,4588298,Jameson Geers,TE,Minnesota,Virginia Tech,0.839,0.839,
2837,2024,1,postseason,4596010,Lemeke Brockington,WR,Minnesota,Virginia Tech,1.149,1.813,-0.178
2838,2024,1,postseason,4685366,Benji Gosnell,TE,Virginia Tech,Minnesota,-0.375,-0.375,
2839,2024,1,postseason,4686223,Malachi Thomas,RB,Virginia Tech,Minnesota,0.086,,0.086
2840,2024,1,postseason,4918417,Ayden Greene,WR,Virginia Tech,Minnesota,0.679,0.986,-0.398
2841,2024,1,postseason,4920153,William Watson III,QB,Virginia Tech,Minnesota,-0.34,-0.265,-0.581
2842,2024,1,postseason,4920901,Darius Taylor,RB,Minnesota,Virginia Tech,0.254,0.198,0.277
2843,2024,1,postseason,4923059,Jeremiah Coney,RB,Virginia Tech,Minnesota,-0.472,,-0.472
2844,2024,1,postseason,5077206,Donielle Hayes,WR,Minnesota,Virginia Tech,0.99,0.99,
2845,2024,1,postseason,5079290,Keylen Adams,WR,Virginia Tech,Minnesota,2.091,1.633,2.549
2846,2024,1,postseason,5142238,Tyler Mason,RB,Virginia Tech,Minnesota,0.264,-1.119,0.461
2847,2024,1,postseason,5144959,Drake Lindsey,QB,Minnesota,Virginia Tech,1.756,1.756,
2848,2024,1,postseason,4242373,Bentley Hanshaw,TE,Liberty,Buffalo,3.199,3.199,
2849,2024,1,postseason,4427841,Billy Lucas,RB,Liberty,Buffalo,1.235,2.098,0.948
2850,2024,1,postseason,4428486,Treon Sibley,WR,Liberty,Buffalo,0.064,0.064,
2851,2024,1,postseason,4430747,Reese Smith,WR,Liberty,Buffalo,5.349,5.349,
2852,2024,1,postseason,4431174,Taji Johnson,WR,Buffalo,Liberty,3.876,3.876,
2853,2024,1,postseason,4599158,Al-Jay Henderson,RB,Buffalo,Liberty,0.365,1.484,0.258
2854,2024,1,postseason,4602968,Nate Hampton,QB,Liberty,Buffalo,-0.324,-0.414,0.489
2855,2024,1,postseason,4608606,Tyson Mobley,WR,Liberty,Buffalo,2.242,2.242,
2856,2024,1,postseason,4677280,Julian Gray,WR,Liberty,Buffalo,-0.897,,-0.897
2857,2024,1,postseason,4799987,Ryan Burger,QB,Liberty,Buffalo,-0.119,-0.107,-0.144
2858,2024,1,postseason,4881352,Jack Shields,QB,Buffalo,Liberty,0.605,,0.605
2859,2024,1,postseason,5084967,Victor Snow,WR,Buffalo,Liberty,1.282,1.282,
2860,2024,1,postseason,5091891,Lamar Sperling,RB,Buffalo,Liberty,0.733,1.547,0.529
2861,2024,1,postseason,5122147,Vaughn Blue,RB,Liberty,Buffalo,-0.3,,-0.3
2862,2024,1,postseason,5139857,Caden Williams,RB,Liberty,Buffalo,0.173,,0.173
2863,2024,1,postseason,5150003,Terrance Shelton Jr.,RB,Buffalo,Liberty,-0.628,,-0.628
2864,2024,1,postseason,5151369,Messiah Burch,RB,Buffalo,Liberty,-0.924,-0.455,-1.081
2865,2024,1,postseason,5162845,Jacqez Barksdale,RB,Buffalo,Liberty,0.151,,0.151
2866,2024,1,postseason,5168829,Mark-Anthony Scott Jr.,WR,Buffalo,Liberty,0.588,,0.588
2867,2024,1,postseason,5194659,James McNeil Jr.,RB,Buffalo,Liberty,0.692,,0.692
2868,2024,1,postseason,4431196,Jake Briningstool,TE,Clemson,Texas,0.638,0.638,
2869,2024,1,postseason,4431562,Phil Mafah,RB,Clemson,Texas,0.011,0.009,0.013
2870,2024,1,postseason,4590532,Silas Bolden,WR,Texas,Clemson,1.053,1.053,
2871,2024,1,postseason,4685279,Jaydon Blue,RB,Texas,Clemson,0.505,2.065,0.282
2872,2024,1,postseason,4685413,Cade Klubnik,QB,Clemson,Texas,0.221,0.33,-0.228
2873,2024,1,postseason,4685526,Adam Randall,RB,Clemson,Texas,0.013,-0.475,0.38
2874,2024,1,postseason,4686728,Gunnar Helm,TE,Texas,Clemson,0.917,0.917,
2875,2024,1,postseason,4701936,Matthew Golden,WR,Texas,Clemson,0.069,0.069,
2876,2024,1,postseason,4870860,DeAndre Moore Jr.,WR,Texas,Clemson,0.923,0.923,
2877,2024,1,postseason,4870906,Arch Manning,QB,Texas,Clemson,-0.453,,-0.453
2878,2024,1,postseason,4871076,Tre Wisner,RB,Texas,Clemson,0.309,-0.474,0.465
2879,2024,1,postseason,4889929,Quinn Ewers,QB,Texas,Clemson,0.326,0.317,0.446
2880,2024,1,postseason,5079410,Jerrick Gibson,RB,Texas,Clemson,0.16,,0.16
2881,2024,1,postseason,5081432,Antonio Williams,WR,Clemson,Texas,1.095,1.095,
2882,2024,1,postseason,5081435,Keith Adams Jr.,RB,Clemson,Texas,-0.994,-0.049,-1.309
2883,2024,1,postseason,5093141,Jarvis Green,RB,Clemson,Texas,1.028,2.286,-0.231
2884,2024,1,postseason,5112674,Bryant Wesco Jr.,WR,Clemson,Texas,-0.277,-0.277,
2885,2024,1,postseason,5218633,Ryan Wingo,WR,Texas,Clemson,0.181,0.153,0.294
2886,2024,1,postseason,5218753,T.J. Moore,WR,Clemson,Texas,0.674,0.674,
2887,2024,1,postseason,4426337,Bru McCoy,WR,Tennessee,Ohio State,0.208,0.208,
2888,2024,1,postseason,4429115,Gee Scott Jr.,TE,Ohio State,Tennessee,0.41,0.41,
2889,2024,1,postseason,4429955,Will Howard,QB,Ohio State,Tennessee,0.711,0.719,0.665
2890,2024,1,postseason,4432710,TreVeyon Henderson,RB,Ohio State,Tennessee,0.748,1.709,0.364
2891,2024,1,postseason,4432775,Dont'E Thornton,WR,Tennessee,Ohio State,0.23,0.23,
2892,2024,1,postseason,4567750,Emeka Egbuka,WR,Ohio State,Tennessee,0.627,0.83,-0.798
2893,2024,1,postseason,4685702,Quinshon Judkins,RB,Ohio State,Tennessee,0.273,0.038,0.32
2894,2024,1,postseason,4695709,Devin Brown,QB,Ohio State,Tennessee,0.294,0.294,
2895,2024,1,postseason,4870799,Nico Iamaleava,QB,Tennessee,Ohio State,0.017,-0.297,0.643
2896,2024,1,postseason,4870835,Brandon Inniss,WR,Ohio State,Tennessee,0.294,0.294,
2897,2024,1,postseason,4871023,Carnell Tate,WR,Ohio State,Tennessee,0.613,0.613,
2898,2024,1,postseason,4880236,Will Kacmarek,TE,Ohio State,Tennessee,0.659,0.659,
2899,2024,1,postseason,4921108,DeSean Bishop,RB,Tennessee,Ohio State,0.007,-1.067,0.161
2900,2024,1,postseason,5079712,Julian Sayin,QB,Ohio State,Tennessee,-0.532,-0.532,
2901,2024,1,postseason,5079720,Jeremiah Smith,WR,Ohio State,Tennessee,1.897,1.897,
2902,2024,1,postseason,5081368,Squirrel White,WR,Tennessee,Ohio State,0.236,0.236,
2903,2024,1,postseason,5081397,Dylan Sampson,RB,Tennessee,Ohio State,-0.314,-0.453,-0.245
2904,2024,1,postseason,5089453,Miles Kitselman,TE,Tennessee,Ohio State,-0.326,-0.326,
2905,2024,1,postseason,5091739,Chris Brazzell II,WR,Tennessee,Ohio State,-0.355,-0.355,
2906,2024,1,postseason,5110454,James Peoples,RB,Ohio State,Tennessee,-0.65,,-0.65
2907,2024,1,postseason,5122553,Peyton Lewis,RB,Tennessee,Ohio State,0.246,-0.466,0.459
2908,2024,1,postseason,5132629,Braylon Staley,WR,Tennessee,Ohio State,-0.012,-0.012,
2909,2024,1,postseason,4431068,Kelvontay Dixon,WR,SMU,Penn State,0.91,0.91,
2910,2024,1,postseason,4431197,Romello Brinson,WR,SMU,Penn State,-0.722,-0.722,
2911,2024,1,postseason,4431459,Tyler Warren,TE,Penn State,SMU,0.041,0.007,0.28
2912,2024,1,postseason,4432260,Matthew Hibner,TE,SMU,Penn State,-0.046,-0.046,
2913,2024,1,postseason,4432718,LJ Johnson Jr.,RB,SMU,Penn State,-0.103,-0.492,-0.038
2914,2024,1,postseason,4594337,Liam Clifford,WR,Penn State,SMU,-0.149,-0.149,
2915,2024,1,postseason,4594446,Roderick Daniels,WR,SMU,Penn State,0.496,0.807,-1.686
2916,2024,1,postseason,4596602,Brashard Smith,RB,SMU,Penn State,-0.056,-0.029,-0.064
2917,2024,1,postseason,4607419,Keyshawn Smith,WR,SMU,Penn State,0.253,0.758,-1.262
2918,2024,1,postseason,4682484,Stone Eby,TE,SMU,Penn State,0.211,0.211,
2919,2024,1,postseason,4685246,Kaytron Allen,RB,Penn State,SMU,0.432,0.614,0.382
2920,2024,1,postseason,4685409,Jordan Hudson,WR,SMU,Penn State,0.12,0.12,
2921,2024,1,postseason,4685555,Nicholas Singleton,RB,Penn State,SMU,0.082,-0.369,0.243
2922,2024,1,postseason,4699354,Harrison Wallace III,WR,Penn State,SMU,0.58,0.58,
2923,2024,1,postseason,4699678,Khalil Dinkins,TE,Penn State,SMU,1.243,1.243,
2924,2024,1,postseason,4714771,Drew Allar,QB,Penn State,SMU,0.171,0.024,1.088
2925,2024,1,postseason,5075392,Keldric Luster,QB,SMU,Penn State,-0.473,-0.473,
2926,2024,1,postseason,5079523,Derrick McFall,RB,SMU,Penn State,-0.811,,-0.811
2927,2024,1,postseason,5079577,Quinton Martin Jr.,RB,Penn State,SMU,-0.378,,-0.378
2928,2024,1,postseason,5079699,Corey Smith,RB,Penn State,SMU,-0.076,,-0.076
2929,2024,1,postseason,5084084,Kevin Jennings,QB,SMU,Penn State,-0.112,-0.088,-0.284
2930,2024,1,postseason,5144078,Ethan Grunkemeyer,QB,Penn State,SMU,0.094,0.094,
2931,2024,1,postseason,4367069,Ty Son Lawton,RB,Indiana,Notre Dame,-0.247,-0.969,-0.175
2932,2024,1,postseason,4428025,Kris Mitchell,WR,Notre Dame,Indiana,0.843,0.843,
2933,2024,1,postseason,4429618,Justice Ellison,RB,Indiana,Notre Dame,0.034,-0.299,0.095
2934,2024,1,postseason,4430431,Kurtis Rourke,QB,Indiana,Notre Dame,0.102,0.124,-0.307
2935,2024,1,postseason,4430656,Myles Price,WR,Indiana,Notre Dame,0.751,0.887,-0.064
2936,2024,1,postseason,4431210,Beaux Collins,WR,Notre Dame,Indiana,0.472,0.472,
2937,2024,1,postseason,4431600,Jayden Thomas,WR,Notre Dame,Indiana,1.442,1.442,
2938,2024,1,postseason,4570738,Ke'Shawn Williams,WR,Indiana,Notre Dame,0.379,0.379,
2939,2024,1,postseason,4683243,Mitchell Evans,TE,Notre Dame,Indiana,1.074,1.206,0.942
2940,2024,1,postseason,4683423,Riley Leonard,QB,Notre Dame,Indiana,0.38,0.25,0.812
2941,2024,1,postseason,4685230,Miles Cross,WR,Indiana,Notre Dame,-0.684,-0.684,
2942,2024,1,postseason,4685512,Jadarian Price,RB,Notre Dame,Indiana,-0.272,0.614,-0.353
2943,2024,1,postseason,4723820,Omar Cooper Jr.,WR,Indiana,Notre Dame,3.082,3.082,
2944,2024,1,postseason,4831959,Eli Raridon,TE,Notre Dame,Indiana,-0.437,-0.437,
2945,2024,1,postseason,4870768,Jaden Greathouse,WR,Notre Dame,Indiana,1.118,1.118,
