id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401767070,301,San Diego,Pioneer,home,17,19-30,,16,1-2,0,,,,0,0,31,1,5,202,,,1,29:07,0,1,1,,33,1,165,,,,5-15,,7-91,367,0,6.7,5.0
401767080,304,Idaho State,Big Sky,away,24,24-50,,19,1-3,0,1,,,1,0,78,3,6,338,,,1,22:47,,,,,16,1,23,,,,4-14,0,3-30,361,1,6.8,1.4
401767080,253,Southern Utah,UAC,home,46,19-25,,28,1-1,1,,0,6,0,0,24,2,8,240,,1,3,37:13,,,,,50,3,323,,,,8-14,,6-40,563,1,9.6,6.5
401767119,2123,Chadron St,Rocky Mountain,away,3,20-33,,21,1-2,0,,,,1,,,,3,228,,,0,31:22,0,-1,1,,31,0,105,,,,3-11,,4-60,333,1,6.9,3.4
401767119,2458,Northern Colorado,Big Sky,home,17,9-16,,19,0-0,0,,0,15,0,,,,5,131,,1,1,28:38,,,,,36,1,160,,,,6-12,,3-30,291,0,8.2,4.4
401767126,2502,Portland State,Big Sky,home,0,18-35,,17,0-1,1,1,,,3,0,144,7,0,169,,,0,32:22,,,,,29,0,108,,,,4-14,1,6-45,277,4,4.8,3.7
401767126,2627,Tarleton State,UAC,away,42,14-25,,22,1-1,1,1,1,91,0,,,,6,152,,3,2,27:38,,,,,38,3,301,,,,6-12,3,4-30,453,1,6.1,7.9
401767130,16,Sacramento State,Big Sky,away,3,11-27,,7,0-4,1,2,,,1,0,46,2,3,107,,,0,18:54,,,,,24,0,24,,,,2-13,2,9-66,131,2,4.0,1.0
401767130,2571,South Dakota State,MVFC,home,20,17-23,,28,2-3,2,1,0,0,0,0,46,2,8,190,,1,1,41:06,0,-5,2,,56,1,240,,,,5-15,2,5-50,430,2,8.3,4.3
401767140,227,Rhode Island,CAA,home,31,15-28,,21,1-1,3,1,,,0,0,17,1,7,275,,,2,28:55,0,16,2,,34,2,109,,,,4-11,3,9-62,384,3,9.8,3.2
401767140,2097,Campbell,CAA,away,20,18-36,,13,1-2,1,3,,,0,0,88,4,8,148,,,1,31:05,0,6,2,,32,1,120,,,,3-15,1,11-98,268,1,4.1,3.8
401767156,302,UC Davis,Big Sky,away,31,21-31,,21,0-2,1,2,0,31,1,0,23,1,7,253,,2,3,27:45,0,47,3,,43,1,164,,,,6-15,1,6-63,417,2,8.2,3.8
401767156,3101,Utah Tech,UAC,home,24,28-44,,18,0-2,2,1,0,0,2,0,13,1,6,272,,1,2,32:15,0,1,3,,30,1,81,,,,7-16,2,3-30,353,4,6.2,2.7
401767171,2168,Dayton,Pioneer,away,14,17-31,,9,0-1,1,2,0,0,0,0,77,3,2,261,,1,2,19:43,0,36,3,,19,0,31,,,,3-13,1,2-18,292,1,8.4,1.6
401767171,2197,Eastern Illinois,Big South-OVC,home,24,9-18,,25,0-1,2,1,,,1,,,,6,129,,,0,40:17,0,19,3,,62,3,336,,,,9-17,2,5-44,465,3,7.2,5.4
401767179,2261,Hampton,CAA,away,14,21-29,,20,1-3,2,0,,,1,0,19,2,2,201,,,1,33:33,0,2,4,,41,1,175,,,,5-14,4,5-33,376,3,6.9,4.3
401767179,2296,Jackson State,SWAC,home,28,15-30,,19,0-0,0,2,0,5,0,0,46,2,4,143,,1,0,26:27,0,31,3,,32,4,283,,,,6-14,1,10-89,426,0,4.8,8.8
401767201,2241,Gardner-Webb,Big South-OVC,away,52,13-33,,25,2-4,1,2,0,0,1,0,99,4,10,292,,1,2,35:38,0,23,3,,57,5,335,,,,4-16,1,8-64,627,2,8.8,5.9
401767201,2717,Western Carolina,Southern,home,45,18-36,,21,1-1,2,1,0,61,1,0,96,5,9,233,,1,3,24:22,0,21,2,,42,3,221,,,,7-18,3,8-54,454,3,6.5,5.3
401767209,2815,Lindenwood,Big South-OVC,away,13,18-30,,22,0-1,1,0,,,0,0,44,3,1,318,,,1,30:43,0,7,3,,35,1,132,,,,4-12,1,4-41,450,1,10.6,3.8
401767209,2900,St. Thomas (MN),Pioneer,home,35,11-19,,23,1-1,0,1,,,0,0,17,2,5,172,,,2,29:17,,,,,44,3,275,,,,7-11,0,7-42,447,0,9.1,6.3
401767223,2448,North Carolina A&T,CAA,away,21,16-22,,15,0-0,3,0,0,0,0,0,59,3,3,210,,1,1,32:55,0,30,5,,41,2,133,,,,5-15,4,8-55,343,3,9.5,3.2
401767223,2634,Tennessee State,Big South-OVC,home,24,11-21,,11,0-0,0,3,,,1,0,43,3,6,123,,,1,27:05,0,22,2,,28,2,159,,,,2-11,1,8-68,282,1,5.9,5.7
401767230,2635,Tennessee Tech,Big South-OVC,home,65,19-28,,24,1-3,0,0,0,1,0,0,36,1,11,284,,1,3,30:14,1,118,3,,30,5,287,,,,5-8,1,7-90,571,0,10.1,9.6
401767256,2142,Colgate,Patriot,home,39,21-37,,27,2-3,1,0,0,9,0,0,93,5,7,365,,4,3,32:57,,,,,40,2,176,,,,7-14,1,4-40,541,1,9.9,4.4
