,player_name,player_id,comp,att,yds,avg,td,int,qbr,week,completion_pct,yards_per_attempt,td_rate,int_rate,id
219,Tyler Shough,56688957,253,407,3323,109.7,23,6,967.8,105,8.014901372527298,109.61826559052525,0.7232400870997521,0.1634923415783905,1261
220,Tyler Van Dyke,4685186,5,5,16,3.2,0,0,93.0,3,1.0,3.2,0.0,0.0,275
221,Tyler Warren,4431459,0,1,0,0.0,0,0,6.5,1,0.0,0.0,0.0,0.0,213
222,Walker Howard,4685391,0,2,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,145
223,Walker White,5079764,2,5,18,3.6,0,0,0.5,12,0.4,3.6,0.0,0.0,2
224,Will Hammond,5126468,20,34,280,8.2,1,2,50.1,1,0.5882352941176471,8.235294117647058,0.0294117647058823,0.0588235294117647,2641
225,Will Howard,8859910,48,62,600,19.5,3,2,188.7,2,1.5548589341692791,19.48171368861024,0.0992685475444096,0.0647857889237199,388
226,William Watson III,14760459,34,58,481,24.7,1,2,163.5,28,1.8133333333333332,24.6852380952381,0.0476190476190476,0.1233333333333333,777
227,Wilson Berry,4683967,0,1,0,0.0,0,1,0.0,7,0.0,0.0,0.0,1.0,96
228,Xavier Restrepo,8862706,0,2,0,0.0,0,0,2.2,2,0.0,0.0,0.0,0.0,4780
229,Zach Pyron,23730635,35,65,409,28.6,2,3,262.1,28,3.61010101010101,28.526767676767676,0.22777777777777772,0.1010101010101009,295
230,Zion Turner,4685697,0,1,0,0.0,0,0,3.6,2,0.0,0.0,0.0,0.0,55
